TOOLTIP_STORED_EXP	Experienta stocata: %s
KEY_GRAVE	`
KEY_GRAVE_LALT	ALT + `
KEY_GRAVE_LCONTROL	CTRL + `
KEY_GRAVE_LSHIFT	SHIFT + `
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	LEFT
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUMLOCK
KEY_NUMPAD0	NUMPAD 0
KEY_NUMPAD1	NUMPAD 1
KEY_NUMPAD2	NUMPAD 2
KEY_NUMPAD3	NUMPAD 3
KEY_NUMPAD4	NUMPAD 4
KEY_NUMPAD5	NUMPAD 5
KEY_NUMPAD6	NUMPAD 6
KEY_NUMPAD7	NUMPAD 7
KEY_NUMPAD8	NUMPAD 8
KEY_NUMPAD9	NUMPAD 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	RIGHT
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	SPACE
KEY_SUBTRACT	-
KEY_SYSRQ	PRT SCN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	UP
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	Numele Liderului
LEFT_TIME	Timp ramas
LIMIT_LEVEL_GUILD	Nivel breasla: %d
LOGIN_CONNECT_FAILURE	Eroare la conectarea la server.
LOGIN_CONNECT_SUCCESS	Ai fost conectat la server.
LOGIN_CONNETING	Te rugam sa astepti in timp ce te conectezi la server.
LOGIN_FAILURE_ALREAY	Contul tau este deja conectat.
LOGIN_FAILURE_BACKEND_ERR	A aparut o eroare. Contacteaza Suportul.
LOGIN_FAILURE_BE_SAME_KEY	Problema la login
LOGIN_FAILURE_BLOCK_ID	Acest cont a fost blocat.
LOGIN_FAILURE_BLOCK_LOGIN	Server inchis: Alege alt server!
LOGIN_FAILURE_COUNTRY_ERR	Codukl tarii este incorect. \nContacteaza Suportul.
LOGIN_FAILURE_INTEGRTING	Contul este in proces de fuziune. Te rugam sa incerci mai târziu.
LOGIN_FAILURE_IOVATION_ERR	Din pacate, a intervenit o eroare. Contacteaza Suportul.
LOGIN_FAILURE_NOBILL	Contul nu a inregistrat timp de joc.
LOGIN_FAILURE_NOT_AVAIL	Contul nu este disponibil.
LOGIN_FAILURE_NOT_EXIST_ID	Nume contului sau parola sunt gresite.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	Trebuie sa verifici adresa de email a contului.
LOGIN_FAILURE_REPAIR_ID	Obiectele au fost restaurate pentru acest cont.
LOGIN_FAILURE_SAMELOGIN	Cineva s-a conectat la contul tau.
LOGIN_FAILURE_SHUTDOWN	Serverul nu este inca deschis.
LOGIN_FAILURE_STEAM_SESSION	Sesiunea ta a expirat. Reporneste clientul.
LOGIN_FAILURE_TNT_SESSION	Clientul nu poate fi deschis. Reporneste lansarea si autentifica-te.
LOGIN_FAILURE_TOO_MANY_USER	Conectarea nu s-a realizat pentru ca exista prea multi jucatori.
LOGIN_FAILURE_UNKNOWN	Login a esuat din motive necunoscute.
LOGIN_FAILURE_WEB_BLOCK	Ai fost blocat pe website. Verifica-ti mailurile.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Ai introdus un numar gresit.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	Ai introdus de 3 ori un numar gresit. Conectarea va fi inchisa.
LOGIN_FAILURE_WRONG_PASSWORD	Nume sau parola gresita.
LOGIN_INPUT_ID	Introdu ID-ul.
LOGIN_INPUT_PASSWORD	Introdu parola.
LOGIN_PROCESSING	Conectarea ruleaza ...
LUCKY_BOX_DIALOG_RECV_TEXT	doresti sa accepti obiectul?
LUCKY_BOX_DIALOG_RETRY_TEXT	doresti sa-ti incerci norocul din nou?
MAILBOX_FAIL_USE_TIME_LIMIT	imbunatatire Cutie Postala. Te rugam sa incerci mai târziu.
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	Niciun mesaj
MAILBOX_POST_ALL_DELETE_QUESTION1	Stergi toate mesajele?
MAILBOX_POST_ALL_DELETE_QUESTION2	Mesajele cu atasamente nu se vor sterge.
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	Nu ai niciun mesaj cu atasament in cutia postala.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	Accepti atasamentul? (Minus 5% taxe in Yang)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	Mesajul nu a putut fi sters. Accepta atasamentul mai intâi.
MAILBOX_POST_DELETE_QUESTION	Chiar vrei sa stergi acest mesaj?
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	Obiectul nu poate fi acceptat. Nu mai exista loc in inventar.
MAILBOX_POST_GET_ITEMS_QUESTION	Accepti atasamentul? (Minus 5% taxe in Yang)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	Nu poti accepta mai mult Won.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	Nu poti accepta mai mult Yang.
MAILBOX_POST_GM_ARRIVE	Mesaj GM
MAILBOX_POST_NOT_CONFIRM_INFO_1	Mesaje necitite: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	Fara atasamente: %d / Cu atasamente: %d
MAILBOX_POST_READ_BLOCK	Esti sigur ca doresti sa blochezi jucatorul %s?
MAILBOX_POST_WRITE_ALREADY_ITEM	Poti trimite doar un singur obiect intr-un mesaj.
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	Separa obiectele in inventar inainte de a atasa unul in mesaj.
MAILBOX_POST_WRITE_CONFIRM_FAIL	Destinatar necunoscut. Mesajul nu a putut fi trimis.
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	Cutia postala a destinatarului este plina. Mesajul nu a putut fi trimis.
MAILBOX_POST_WRITE_LEVEL_LIMIT	Poti trimite mesaje de la nivelul 20.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	Nu ai suficient Yang pentru a trimite acest mesaj.
MAILBOX_POST_WRITE_NAME_CHECK	Confirma numele destinatarului apasând pe Verifica Destinatar.
MAILBOX_POST_WRITE_NAME_EMPTY	Completeza destinatarul.
MAILBOX_POST_WRITE_QUESTION1	Vrei sa trimiti mesajul catre %s acum?
MAILBOX_POST_WRITE_QUESTION2	Cost trimitere: %d Yang
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	Completeaza un destinatar.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	Completeaza un subiect.
MAILBOX_POST_WRITE_SEND_MONEY_TITLE	Bani
MAILBOX_POST_WRITE_WRONG_ITEM	Nu poti trimite niciun obiect personalizat.
MAILBOX_POST_WRITE_WRONG_MESSAGE	Mesajul contine cuvinte nepermise.
MAILBOX_POST_WRITE_WRONG_TITLE	Subiectul contine cuvinte nepermise.
MALL_CANNOT_INSERT	Nu poti pozitiona obiectul.
MALL_PASSWORD_TITLE	Parola
MAP_A1	tinutul Yongan
MAP_A2	Valea Seungryong
MAP_A2_1	
MAP_A3	tinutul Yayang
MAP_AG	Jungrang
MAP_B1	tinutul Joan
MAP_B2	Valea Imji
MAP_B3	tinutul Bokjung
MAP_BATTLE_FIELD	Zona de Razboi
MAP_BAY	Trecatoarea Nephrite
MAP_BAYBLACKSAND	Trecatoarea Nephrite
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	RX: Padurea Fermecata
MAP_BOSS_AWAKEN_FLAME	RX: Fortareata Dragonului Rosu
MAP_BOSS_AWAKEN_SKIPIA	RX: Grota Exilului
MAP_BOSS_AWAKEN_SNOW	RX: Turnul lui Nemere
MAP_BOSS_CRACK_DAWNMIST	TR: Padurea Fermecata
MAP_BOSS_CRACK_FLAME	TR: Fortareata Dragonului Rosu
MAP_BOSS_CRACK_SKIPIA	TR: Grota Exilului
MAP_BOSS_CRACK_SNOW	TR: Turnul lui Nemere
MAP_BOSS_LABYRINTH	Platoul Iluziilor
MAP_C1	tinutul Pyungmoo
MAP_C2	Valea Bangsan
MAP_C3	tinutul Bakra
MAP_CAPE	Peninsula Dragon de Foc
MAP_CAPEDRAGONHEAD	Peninsula Dragon de Foc
MAP_CG	Imha
MAP_CZ_DUNGEON	Templul Zodiac
MAP_DAWN	Stancile Gautama
MAP_DAWNMISTWOOD	Stancile Gautama
MAP_DAWNMIST_DUNGEON_01	Padurea Fermecata
MAP_DEFENSE_WAVE	Aparare Nava
MAP_DEFENSE_WAVE_PORT	Port
MAP_DESERT	Desertul Yongbi
MAP_DEVILCATACOMB	Catacomba Diavolului
MAP_DEVILTOWER1	Turnul Demonilor
MAP_DUEL	Arena Antrenament de Lupta
MAP_E	Colonie
MAP_EMPIREWAR01	Batalie Castel
MAP_EMPIREWAR02	Batalie Castel
MAP_EMPIREWAR03	Batalie Castel
MAP_FLAME	Doyyumhwan
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_PVE	Palatul Regelui Dragon
MAP_HOLYPLACE_DESERT	Desert Batalia Regatului
MAP_HOLYPLACE_FLAME	Tara de Foc Batalia Regatului
MAP_HOLYPLACE_ICE	tara inghetata Batalia Regatelor
MAP_MILGYO	Templul Hwang
MAP_MILGYO_A	
MAP_MINIBOSS_01	Temnita Albastra - Nivel 40-80
MAP_MINIBOSS_02	Temnita Rosie - Nivel 81+
MAP_MISTS_OF_ISLAND	Insula de Ceata
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MT_THUNDER	Muntii Thunder
MAP_MT_TH_DUNGEON_01	Templul Ochao
MAP_NUSLUCK	Taramul Gigantilor
MAP_NUSLUCK01	Taramul Gigantilor
MAP_N_DESERT_01	Desertul Yongbi
MAP_N_DESERT_02	
MAP_N_FLAME_01	Tara de Foc
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	Adapostul lui Meley
MAP_N_FLAME_DUNGEON_01	Fortareata Dragonului Rosu
MAP_N_SNOWM_01	Muntele Sohan
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	Turnul lui Nemere
MAP_N_THREEWAY	Valea Seungryong
MAP_OXEVENT	Concurs OX
MAP_PATHWAY_DESERT_01	Desert Batalia Regatului
MAP_PATHWAY_DESERT_02	Desert Batalia Regatului
MAP_PATHWAY_DESERT_03	Desert Batalia Regatului
MAP_PATHWAY_FLAME_01	Tara de Foc Batalia Regatului
MAP_PATHWAY_FLAME_02	Tara de Foc Batalia Regatului
MAP_PATHWAY_FLAME_03	Tara de Foc Batalia Regatului
MAP_PATHWAY_ICE_01	tara inghetata Batalia Regatelor
MAP_PATHWAY_ICE_02	Taramul Jocului
MAP_PATHWAY_ICE_03	tara inghetata Batalia Regatelor
MAP_SKELTOWER	Turnul Gumsan
MAP_SKIPIA_DUNGEON_01	Grota Exilului
MAP_SKIPIA_DUNGEON_011	
MAP_SKIPIA_DUNGEON_012	
MAP_SKIPIA_DUNGEON_013	
MAP_SKIPIA_DUNGEON_02	Grota Exilului 2
MAP_SKIPIA_DUNGEON_021	
MAP_SKIPIA_DUNGEON_022	
MAP_SKIPIA_DUNGEON_023	
MAP_SKIPIA_DUNGEON_BOSS	Templul Dragonului
MAP_SKIPIA_DUNGEON_BOSS_1	Temnita Paianjenilor 1
MAP_SKIPIA_DUNGEON_BOSS_2	Temnita Paianjenilor 2
MAP_SKIPIA_DUNGEON_BOSS_3	Temnita Paianjenilor 3
MAP_SNOW	Muntele Sohan
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Temnita Paianjenilor 1
MAP_SPIDERDUNGEON_02	Temnita Paianjenilor 2
MAP_SPIDERDUNGEON_02_1	Temnita Paianjenilor 2
MAP_SPIDERDUNGEON_03	Temnita Paianjenilor 3
MAP_SUNGZI	Batalia Regatului
MAP_SUNGZI_DESERT_01	Desert Batalia Regatului
MAP_SUNGZI_DESERT_HILL_01	Desert Batalia Regatului
MAP_SUNGZI_DESERT_HILL_02	Desert Batalia Regatului
MAP_SUNGZI_DESERT_HILL_03	Desert Batalia Regatului
MAP_SUNGZI_FLAME_HILL_01	Tara de Foc Batalia Regatului
MAP_SUNGZI_FLAME_HILL_02	Tara de Foc Batalia Regatului
MAP_SUNGZI_FLAME_HILL_03	Tara de Foc Batalia Regatului
MAP_SUNGZI_SNOW	tara inghetata Batalia Regatelor
MAP_SUNGZI_SNOW_PASS01	tara inghetata Batalia Regatelor
MAP_SUNGZI_SNOW_PASS02	tara inghetata Batalia Regatelor
MAP_SUNGZI_SNOW_PASS03	tara inghetata Batalia Regatelor
MAP_T1	Zona de Lupta Breasla
MAP_T2	Zona de Lupta Breasla
MAP_T3	Zona de Lupta Breasla
MAP_T4	Zona de Lupta Breasla
MAP_TEMPLE	Templul Hwang
MAP_THUNDER	Muntii Thunder
MAP_TREE	Lungsam
MAP_TRENT	Padurea Fantoma
MAP_TRENT02	Padurea Rosie
MAP_TRENT02_A	Padurea Rosie
MAP_TRENT_A	
MAP_WEDDING_01	Harta Casatoriilor
MAP_WL	Valea Serpilor
MAP_WL_01	Valea Serpilor
MC_ACCUMULATION_COUNT	Carduri Monstru Colectate: %d
MC_ALTER_TEXT	Nivel misiune: %d
MC_CARD_FALL_SHORT	Carduri insuficiente inregistrate.
MC_CARD_SHUFFLE	Vrei sa amesteci cardurile?
MC_INIT_ITEM_FALL_SHORT	Ai nevoie de %d Tichet(e) de Resetare
MC_MISSION_FAIL_MSG	Nicio misiune activa sau limita depasita.
MC_MISSION_INIT	Vrei sa resetezi misiunea la nivel 1?
MC_MISSION_NO_CLEAR	Mai intâi trebuie sa termini prima misiune.
MC_MOTION_BUTTON_OVER_MSG	Optiunea este disponibila doar la 2 stele.
MC_POLY_BUTTON_OVER_MSG	Optiunea este disponibila doar la 3 stele.
MC_POLY_FAIL	Nu poti sa te transformi momentan.
MC_POLY_QUESTION	Vrei sa te transformi in acest monstru?
MC_PROMOTION_MAX	Nu se poate avansa mai mult.
MC_PROMOTION_QUESTION	Vrei sa cresti nivelul?
MC_QUESTION_BUTTON_DESC1	Poate fi resetat doar de 6 ori in 24 de ore.
MC_QUESTION_BUTTON_DESC2	Fiecare resetare ulterioara necesita mai multe Tichete de Resetare.
MC_QUESTION_BUTTON_DESC3	Apasa aici pentru afisarea timpului ramas de calmare.
MC_REWARD_FAIL	Nu este destul loc in inventar.
MC_REWARD_MISSION	doresti sa colectezi Cardul Monstru acum?
MC_SHUFFLE_NO_ITEM	Nu ai Tichet de Modificare?
MC_TIME	Calmare: %s
MC_TRADE_QUESTION	%d carduri vor fi deduse. doresti sa continui?
MC_USE_ITEM_FAIL	Cardul nu poate fi adaugat.
MC_USE_ITEM_QUESTION	Vrei sa adaugi acest Card Monstru?
MC_WARP_BUTTON_OVER_MSG	Optiunea este disponibila doar la 4 stele.
MC_WARP_FAIL	Nu te mai poti teleporta.
MC_WARP_LIMIT_LEVEL	Nivelul tau actual este insuficient pentru teleportare.
MC_WARP_QUESTION	Vrei sa te teleportezi in regiunea acestui monstru?
MD_POPUP_MSG_1	Poti intra doar din Templul Zodiac.
MD_POPUP_MSG_2	Gardienii Zodiac au nevoie de recuperare.\nOfera-le putin timp.
MD_SYSTEM_MSG_1	Nu esti un zombie. Nu poti lupa daca esti mort.
MEDAL_OF_HONOR	Medalia Vitejiei
MEDAL_OF_HONOR_SYSTEM_PICK	Obiect primit: Medalia Vitejiei x %d
MESSENGER_ADD_BLOCK_FRIEND	Adauga
MESSENGER_ADD_FRIEND	Adauga prieten
MESSENGER_BLOCK	Blocat
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s te-a acceptat ca prieten.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	Accepti?
MESSENGER_DO_YOU_DELETE	Sterge?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	Vrei sa stergi numarul de mobil?
MESSENGER_DO_YOU_MOVE	Mai departe?
MESSENGER_EMPTY_LIST	Gol
MESSENGER_FAMILY	Familie
MESSENGER_FRIEND	Prieteni
MESSENGER_GUILD	Breasla
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Trimite codul de pe telefonul mobil.
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	Introdu codul
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	Introdu numarul de mobil pentru trimiterea SMS-ului.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	Vrei sa introduci acum numarul de mobil?
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	Introdu numarul de mobil
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Trimite mesaj.
METIN_TEST	
MINIGAMEUI_CALENDAR	Calendar Evenimente
MINIGAME_FISH_EVENT_ADD_ACCEPT	Vrei sa adaugi?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Esti sigur ca doresti sa arunci acest obiect?
MINIGAME_FISH_EVENT_REWARD_MSG	Ai primit %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	Vrei sa folosesti asta?
MINIMAP	Deschide mini harta
MINIMAP_CANNOT_SEE	Harta mini nu poate fi afisata.
MINIMAP_CAN_NOT_SHOW_AREAMAP	Harta mare nu poate fi afisata.
MINIMAP_DEC_SCALE	Minimeaza
MINIMAP_INC_SCALE	Maximeaza
MINIMAP_OBSERVER_COUNT	%d spectatori
MINIMAP_OPEN_INGAMEEVENT	Evenimente
MINIMAP_SHOW_AREAMAP	Deschide harta mare
MINI_GAME_BNW_DONATE_QUESTION1	doresti sa donezi?
MINI_GAME_BNW_DONATE_QUESTION2	O donatie costa 15 Monede Profet.
MINI_GAME_BNW_FONT	Arial:15
MINI_GAME_BNW_GAME_GIVEUP_MSG1	Chiar vrei sa intrerupi jocul?
MINI_GAME_BNW_GAME_GIVEUP_MSG2	Nu uita ca vei obtine recompense daca o sa câstigi.
MINI_GAME_BNW_GAME_RESULT_DRAW	Extrage! Ai câstigat %d Monede Profet.
MINI_GAME_BNW_GAME_RESULT_LOSE	invins! Ai câstigat %d Monede Profet.
MINI_GAME_BNW_GAME_RESULT_SCORE	Scor: %d
MINI_GAME_BNW_GAME_RESULT_WIN	Victorie! Ai câstigat %d Monede Profet.
MINI_GAME_BNW_NOT_ENOUGH_INVEN	Nu este destul loc in inventar.
MINI_GAME_BNW_NOT_ENOUGH_ITEM	Ai nevoie de un Set Tarot pentru a juca.
MINI_GAME_BNW_NOT_ENOUGH_YANG	Nu ai suficient Yang pentru a incepe jocul.
MINI_GAME_BNW_RESULT_DRAW1	Numarul tau este identic.
MINI_GAME_BNW_RESULT_DRAW2	Extrage!
MINI_GAME_BNW_RESULT_LOSE1	Numarul tau este mai mic.
MINI_GAME_BNW_RESULT_LOSE2	invins!
MINI_GAME_BNW_RESULT_WIN1	Numarul tau este mai mare.
MINI_GAME_BNW_RESULT_WIN2	Victorie!
MINI_GAME_BNW_START_QUESTION	Ai nevoie de un Set Tarot si 30,000 Yang pentru a juca. doresti sa participi la Duelul Profetilor?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Daca pariezi multiplu pe %s vei fi recompensat cu acelasi numar de cufere.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	Pariu maxim: %d Pachete Rege
MINI_GAME_CATCHKING_HELP_MSG1	Pacat! Valoarea cartilor tale este mai mica.\nNu ai obtinut niciun punct. Alege o noua carte din pachetul tau.
MINI_GAME_CATCHKING_HELP_MSG2	Bravo! Cartile au aceeasi valoare.\nRândul tau s-a terminat. Alege o noua carte din pachetul tau.
MINI_GAME_CATCHKING_HELP_MSG3	tine-o tot asa! Valoarea cartii tale este mai mare.\nintoarce alta carte.
MINI_GAME_CATCHKING_HELP_MSG4	A fost un [5] in raza cartii pe care ai descoperit-o.\nNu ai câstigat niciun punct. Acum selecteaza Regele [K].
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	Regele a scapat! Jocul s-a terminat. \nDaca ai adunat cel putin 10 puncte, iti poti ridica premiul.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	Nu poti ridica niciun premiu.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	A fost un [5] in apropiere.
MINI_GAME_CATCHKING_START_QUESTION	Pentru un joc trebuie sa platesti urmatoarele: %d Yang si %s: %d in plus\nVrei sa joci acum?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Poate prinde urmatoarea carte: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Poate prinde urmatoarele carti: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Poate prinde urmatoarele carti: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Poate prinde urmatoarele carti: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Poate prinde urmatoarele carti: [1], [2], [3], [4], [5]\nDaca un alt [5] se afla in apropierea cartilor descoperite,\nrândul tau se termina si nu vei primi niciun punct.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Poate prinde urmatoarea carte: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 sau mai mult
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: 400 - 549
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: 10 - 399
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Câstigi 10 puncte bonus daca descoperi toate cartile in sir.
MINI_GAME_GIVEUP_QUESTION	Chiar vrei sa intrerupi jocul? Nu vei primi nicio recompensa.
MINI_GAME_NOTICE_1	Apasa pe 'Arunca' pentru a determina jucatorul care incepe.
MINI_GAME_NOTICE_10	Ha! Ai invins calculatorul!
MINI_GAME_NOTICE_11	Ghinion! Calculatorul te-a invins.
MINI_GAME_NOTICE_12	Ai avut Yu sau Mo si poti arunca din nou.
MINI_GAME_NOTICE_13	Jocul s-a terminat. Colecteaza recompensa.
MINI_GAME_NOTICE_2	Arunca Bete Yut.
MINI_GAME_NOTICE_3	Calculatorul arunca Bete Yut pentru a determina jucatorul care incepe.
MINI_GAME_NOTICE_4	Ai egalat sau calculatorul are cel mai mic scor de aruncat. Calculatorul va incepe.
MINI_GAME_NOTICE_5	Ai avut cel mai mic scor de aruncare si vei incepe.
MINI_GAME_NOTICE_6	Aruncarea ta: %s. Mergi inainte %d spatii.
MINI_GAME_NOTICE_7	Aruncarea ta: %s. Trebuie sa muti 1 spatiu inapoi.
MINI_GAME_NOTICE_8	Aruncare: %s
MINI_GAME_NOTICE_9	Este rândul calculatorului.
MINI_GAME_RUMI_DISCARD_QUESTION	Esti sigur ca doresti sa lasi acest card?
MINI_GAME_RUMI_EXIT_QUESTION	doresti sa termini jocul si sa colectezi premiul?\nScorul tau si cartile ramase se vor reseta!
MINI_GAME_RUMI_START_QUESTION	Trebuie sa platesti o taxa de %d Yang pentru a juca. Ai nevoie si de %d Set(uri) de Carduri.\ndoresti sa incepi jocul?
MINI_GAME_YUTNORI_COM_WIN	Câstigi ceva, pierzi ceva.
MINI_GAME_YUTNORI_PC_WIN	Catre victorie si recompensa!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Scor: %d
MINI_GAME_YUTNORI_RETHROW_BUTTON	Arunca
MINI_GAME_YUTNORI_RETHROW_POPUP	Norocosule! Este rândul tau din nou.
MINI_GAME_YUTNORI_SCORE_FONT	Tahoma:24b
MINI_GAME_YUTNORI_START_QUESTION	Ai nevoie de %d Yang si %d Placi Yut Nori pentru a incepe jocul Yut Nori. \n Joci acum?
MINUTE	min
MISTS_ISLAND_BUFF_MSG_01	Energie +2
MISTS_ISLAND_BUFF_MSG_02	Rata Drop Obiecte +10%
MISTS_ISLAND_BUFF_MSG_03	Putere, Inteligenta, Vitalitate, Dexteritate +3
MISTS_ISLAND_BUFF_MSG_04	Rata Drop Yang+10%
MISTS_ISLAND_BUFF_MSG_05	Bonusuri Costum +3%
MISTS_ISLAND_INFO_01	Nivelul tau este prea mic.
MISTS_ISLAND_INFO_02	Nu ai suficient Yang.
MISTS_ISLAND_INFO_03	in prezent, nu are loc nicio lupta.
MISTS_ISLAND_MSG_01	%s a fost distrus de %s!
MISTS_ISLAND_MSG_02	%s a capturat %s!
MISTS_ISLAND_MSG_03	%s a ocupat %s!
MISTS_ISLAND_MSG_04	%s ataca %s!
MISTS_ISLAND_MSG_05	%s a imbunatatit cu succes %s la nivel %d!
MISTS_ISLAND_MSG_06	%s a aparut pe câmpul de lupta!
MISTS_ISLAND_QUESTION_01	doresti sa parasesti Batalia celor Cinci Altare?
MISTS_ISLAND_QUESTION_02	doresti sa te teleportezi la altarul atacat recent? \n Cost: %s Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Ocuparea Regatului: %s
MISTS_ISLAND_TOOLTIP_03	Nivel imbunatatire: +%d
MISTS_ISLAND_TOOLTIP_04	Suport Ocupare: %s
MISTS_ISLAND_TOOLTIP_05	Cucerirea Altarelor
